0	0	8.71
20	20	2.68
46	46	8.17
137	137	20.01
363	363	18.16
365	365	21.16
405	405	20.28
408	408	15.04
426	426	21.18
427	427	23.73
430	430	36.73
433	433	44.64
446	446	19.66
492	492	14.97
513	513	18.72
514	514	40.33
517	517	17.43
529	529	34.02
542	542	31.87
557	557	34.39
568	568	34.56
581	581	33.51
583	583	21.03
595	595	10.79
596	596	13.02
598	598	19.63
755	755	22.43
756	756	25.33
757	757	34.84
775	775	33.95
777	777	19.61
781	781	17.26
796	796	20.75
797	797	34.48
818	818	25.99
867	867	35.00
869	869	30.31
870	870	17.68
882	882	19.15
1005	1005	14.17
1093	1093	28.31
1095	1095	34.45
1119	1119	36.35
1120	1120	36.89
1167	1167	34.20
1170	1170	32.20
1171	1171	22.66
1172	1172	15.61
1191	1191	18.87
1192	1192	23.98
1296	1296	20.66
1297	1297	9.10
1313	1313	23.57
1339	1339	9.12
1365	1365	12.11
1403	1403	19.82
1404	1404	34.66
1449	1449	19.02
1472	1472	17.73
1494	1494	19.56
1506	1506	18.60
1518	1518	18.38
1524	1524	22.61
1525	1525	18.36
1554	1554	18.20
1555	1555	15.55
1563	1563	18.76
1570	1570	27.50
1576	1576	32.88
1578	1578	32.56
1582	1582	23.32
1588	1588	20.52
1589	1589	28.44
1595	1595	28.38
1605	1605	31.59
1626	1626	16.33
1630	1630	20.28
1631	1631	28.81
1636	1636	16.83
1647	1647	16.27
1653	1653	19.84
1654	1654	29.97
1668	1668	16.07
1676	1676	30.31
1679	1679	27.00
1680	1680	15.76
1707	1707	28.30
1709	1709	26.01
1731	1731	18.54
1738	1738	30.14
1739	1739	34.80
1755	1755	16.92
1765	1765	18.43
1768	1768	25.08
1769	1769	32.59
1770	1770	43.77
1773	1773	51.66
1788	1788	17.91
1812	1812	15.70
1826	1826	17.16
1828	1828	21.77
1832	1832	27.56
1833	1833	42.65
1837	1837	11.04
1850	1850	11.81
1852	1852	19.77
1853	1853	40.03
1855	1855	25.57
1856	1856	18.23
1865	1865	21.42
1875	1875	17.06
1885	1885	15.04
1889	1889	17.11
1898	1898	15.09
1910	1910	19.33
1913	1913	16.31
1927	1927	26.04
1929	1929	18.86
1948	1948	19.86
1949	1949	17.30
1951	1951	26.20
1952	1952	39.12
1956	1956	47.90
1970	1970	17.58
1971	1971	12.93
1972	1972	18.72
2031	2031	22.45
2033	2033	24.02
2034	2034	29.61
2035	2035	40.36
2036	2036	48.11
2040	2040	16.90
2042	2042	34.31
2084	2084	36.00
2150	2150	39.19
2151	2151	25.11
2160	2160	34.60
2161	2161	37.14
2236	2236	19.53
2255	2255	10.87
2256	2256	13.25
2280	2280	14.31
2281	2281	36.58
2284	2284	36.05
2286	2286	14.81
2328	2328	17.00
2329	2329	12.85
2383	2383	14.58
2385	2385	22.06
2387	2387	29.41
2388	2388	26.25
2389	2389	15.28
2394	2394	18.11
2400	2400	27.34
2412	2412	17.76
2421	2421	26.42
2423	2423	26.58
2455	2455	26.51
2456	2456	16.97
2461	2461	34.36
2536	2536	36.37
2539	2539	38.38
2557	2557	29.21
2580	2580	19.77
2581	2581	13.48
2598	2598	14.57
2668	2668	17.85
2669	2669	34.58
2707	2707	33.72
2711	2711	30.53
2712	2712	18.49
2713	2713	20.62
2759	2759	32.74
2781	2781	33.55
2833	2833	33.31
2880	2880	36.23
2881	2881	36.19
2883	2883	31.48
2885	2885	22.85
2960	2960	18.95
2975	2975	30.13
3000	3000	34.97
3019	3019	33.61
3048	3048	36.23
3049	3049	32.54
3053	3053	36.47
3070	3070	33.50
3071	3071	29.10
3082	3082	36.83
3095	3095	26.91
3100	3100	26.53
3102	3102	17.73
3108	3108	26.93
3111	3111	28.18
3112	3112	22.15
3113	3113	18.59
3116	3116	26.36
3125	3125	34.40
3134	3134	34.88
3138	3138	34.67
3142	3142	16.82
3143	3143	33.91
3145	3145	34.19
3150	3150	40.59
3168	3168	29.62
3174	3174	25.59
3175	3175	17.95
3182	3182	20.61
3218	3218	14.86
3249	3249	20.36
3253	3253	36.14
3313	3313	23.59
3314	3314	19.92
3328	3328	15.25
3330	3330	21.21
3333	3333	28.51
3334	3334	22.07
3367	3367	19.22
3418	3418	9.39
3456	3456	0.00
